gender_exclusive,gender_inclusive,difficulty,origin
los abajo firmantes están de acuerdo con el contrato,quienes firman están de acuerdo con el contrato,dificultades_variadas,neutral_es
¿Cómo cabe esperar que la situación empeore si los encargados de valorar las estimaciones apenas tiene en cuenta este aspecto?,¿Cómo cabe esperar que la situación empeore si el personal encargado de valorar las estimaciones apenas tiene en cuenta este aspecto?,dificultades_variadas,neutral_es
Los defensores luchan por los derechos de las personas más vulnerables.,La defensa lucha por los derechos de las personas más vulnerables.,plurales,GPT-3.5_CaDi
Las formadoras Ana y Josefa impartirán el temario de Química.,Las formadoras Ana y Josefa impartirán el temario de Química.,nombres_propios,neutral_es
Los observadores presenciaron el evento desde las gradas.,Observadoras y observadores presenciaron el evento desde las gradas.,plurales,GPT-3.5_CaDi
Se solicita a los participantes que completen una breve encuesta de satisfacción al finalizar el evento.,Se solicita completar una breve encuesta de satisfacción al finalizar el evento.,omision,GPT-3.5_fewshot
Los profesores explicaron el tema con ejemplos prácticos.,Se explicó el tema con ejemplos prácticos.,omision,GPT-3.5_fewshot
Los adversarios compiten ferozmente por alcanzar la victoria.,Quienes contienden compiten ferozmente por alcanzar la victoria.,plurales,GPT-3.5_CaDi
Los diputados discutieron la nueva ley en el parlamento.,Diputadas y diputados discutieron la nueva ley en el parlamento.,plurales,GPT-3.5_CaDi
"Esta tarea crucial , en la que participaron todos los investigadores de la Comisión , ha arrojado varios resultados positivos","Esta tarea crucial , en la que participó todo el personal investigador de la Comisión , ha arrojado varios resultados positivos",dificultades_variadas,neutral_es
Los latifundistas poseían grandes extensiones de tierra en el campo.,Las y los latifundistas poseían grandes extensiones de tierra en el campo.,plurales,GPT-3.5_CaDi
"Bienvenidos a la sección de prensa de ARGENPLAS , una excelente fuente de información para todos los representantes de prensa","Bienvenido/a , Bienvenidos/as a la sección de prensa de ARGENPLAS , una excelente fuente de información para todos los representantes de prensa",dificultades_variadas,neutral_es
Los transexuales merecen respeto y apoyo en su camino hacia la autenticidad.,Las personas transexuales merecen respeto y apoyo en su camino hacia la autenticidad.,terminologia,GPT-3.5_fewshot
La mayoría de los empleados contribuyen al éxito de la empresa.,La mayoría del personal contribuye al éxito de la empresa.,plural_complejo,GPT-3.5_fewshot
El vicepresidente participó en la planificación estratégica de la empresa,La vicepresidencia participó en la planificación estratégica de la empresa,plural_neutro,GPT-3.5_fewshot
Los homosexuales tienen el derecho de casarse.,Las personas homosexuales tienen el derecho de casarse.,terminologia,GPT-3.5_fewshot
los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el poder,los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder,dificultades_variadas,neutral_es
"Una de las labores de la escuela , que la hace más democrática , es impulsar la participación que nos enseña a vivir juntas y nos ayuda a superar las diferencias","Una de las labores de la escuela , que la hace más democrática , es impulsar la participación que nos enseña a vivir con las demás personas y nos ayuda a superar las diferencias",dificultades_variadas,neutral_es
Cada uno de los asistentes deberá solicitar el certificado,Cada asistente deberá solicitar el certificado,dificultades_variadas,neutral_es
Los senadores Carlos Pérez y Andrés Sánchez discutieron sobre la seguridad nacional,Los senadores Carlos Pérez y Andrés Sánchez discutieron sobre la seguridad nacional,nombres_propios,GPT-3.5_fewshot
Los competidores se esfuerzan por ganar la carrera.,Quienes compiten se esfuerzan por ganar la carrera.,plurales,GPT-3.5_CaDi
la novia de mi cuñada es una asistente social bastante mala,la novia de mi cuñada es una asistente social bastante mala,feminizar_profesiones,human_combinatory
El vicepresidente presentó el informe financiero en la junta directiva,La vicepresidencia presentó el informe financiero en la junta directiva,plural_neutro,GPT-3.5_fewshot
Mientras esté ingresado no debe tomar vitaminas que no le sean suministradas por los expertos en su cirugía,Mientras esté aquí no debe tomar vitaminas que no le sean suministradas por el personal especializado en su cirugía,dificultades_variadas,neutral_es
Rogamos a los asistentes que desalojen la sala,Se ruega desalojar la sala,omision,guia_ONU
Los visitantes fueron recibidos en la recepción por las secretarias.,Las visitas fueron recibidas en la recepción por la secretaría.,plural_neutro,GPT-3.5_fs_multiplication
El mandato del presidente finaliza el próximo año.,El mandato de la presidencia finaliza el próximo año.,plural_neutro,GPT-3.5_fs_multiplication
todos los que hablamos nos hemos disculpado,las personas que hablamos nos hemos disculpado,dificultades_variadas,neutral_es
La aplicación y seguimiento de estos principios se basan en el compromiso activo de los directores y representan a la marca en el extranjero,La aplicación y seguimiento de estos principios se basan en el compromiso activo de el personal de dirección y representan a la marca en el extranjero,dificultades_variadas,neutral_es
Tenemos que cubrir las carencias que presenta el promotor añadiendo personal con un perfil diferente para compensar las carencias,Tenemos que cubrir las carencias que presenta el equipo promotor añadiendo personal con un perfil diferente para compensar las carencias,plural_complejo,neutral_es
Los redactores jefes revisaron el discurso del presidente antes de su presentación.,La jefatura de redacción revisó el discurso del presidente antes de su presentación.,plurales,GPT-3.5_fewshot
Las páginas web podrán publicar sin olvidar nunca la procedencia y el autor de los ensayos filosóficos,Las páginas web podrán publicar sin olvidar nunca la procedencia y la autoría de los ensayos filosóficos,dificultades_variadas,neutral_es
Académicos de renombre discutieron sobre el futuro de la educación.,Personal académico de renombre discutió sobre el futuro de la educación.,plurales,GPT-3.5_CaDi
La música y la danza de los vascos reflejan su rica cultura,La música y la danza vasca reflejan su rica cultura,culturas,GPT-3.5_fewshot
Aún no se han finalizado estudios determinantes del motivo por el cual algunos tienen enfermedades degenerativas,Aún no se han finalizado estudios determinantes del motivo por el cual ciertas personas tienen enfermedades degenerativas,dificultades_variadas,neutral_es
Todos deben presentar la documentación personalmente,Es preciso presentar la documentación personalmente,dificultades_variadas,neutral_es
Los médicos están atendiendo a los pacientes.,El personal médico está atendiendo a los pacientes.,plural_complejo,GPT-3.5_fs_multiplication
Los formadores Fernando y Javier impartirán el temario de Ciencias de la Tierra.,Los formadores Fernando y Javier impartirán el temario de Ciencias de la Tierra.,no_cambia,neutral_es
Los profesionales de recursos humanos impartirán una charla sobre empleabilidad,Habrá una charla sobre empleabilidad impartida por profesionales de recursos humanos,omision,GPT-3.5_fewshot
Mientras esté ingresado no debe tomar ninguna medicación que no le sea suministrada por los expertos en su cirugía,Mientras esté ingresado no debe tomar ninguna medicación que no le sea suministrada por el personal especializado en su cirugía,dificultades_variadas,neutral_es
Las jefas Lila Wang y Mónica Torres motivaron al equipo a alcanzar objetivos,Las jefas Lila Wang y Mónica Torres motivaron al equipo a alcanzar objetivos,nombres_propios,GPT-3.5_fewshot
Los expertos informan que el cambio climático está aquí,Las personas expertas informan que el cambio climático está aquí,dificultades_variadas,neutral_es
Los científicos están investigando una cura para el cáncer.,La comunidad científica está investigando una cura para el cáncer.,plurales,GPT-3.5_CaDi
Terminé pronto así que pude revisar algunos fichas policiales,Terminé pronto así que pude revisar bastantes fichas policiales,dificultades_variadas,neutral_es
No lo dudes hazte socio y colabora con nuestro reto,No lo dudes asóciate y colabora con nuestro reto,dificultades_variadas,neutral_es
Desde el inicio de su carrera mi abuela era una gran cocinero,Desde el inicio de su carrera mi abuela era una gran cocinera,feminizar_profesiones,human_combinatory
Los epidemiólogos estudian la propagación de enfermedades.,La epidemiología estudia la propagación de enfermedades.,plurales,GPT-3.5_CaDi
Se debería proteger competentemente a los trabajadores de la posibilidad de contraer cáncer como consecuencia de la exposición a la radiación,Se debería proteger competentemente al equipo de la posibilidad de contraer cáncer como consecuencia de la exposición a la radiación,dificultades_variadas,neutral_es
Tras obtener su título  la madre de mi hermano era una gran cajera y ahora se dedica trabajar como bombero y participa en proyectos de arte comunitario en su vecindario.,Tras obtener su título  la madre de mi hermano era una gran cajera y ahora se dedica trabajar como bombera y participa en proyectos de arte comunitario en su vecindario.,feminizar_profesiones,human_combinatory
Los boticarios preparan medicamentos en la farmacia.,Boticarias y boticarios preparan medicamentos en la farmacia.,plurales,GPT-3.5_CaDi
"Desde la llegada de la primavera,  el tío de Andrea era un instructor de fitness bastante bueno","Desde la llegada de la primavera,  el tío de Andrea era un instructor de fitness bastante bueno",feminizar_profesiones,human_combinatory
la madre de Pablo es una gran economista,la madre de Pablo es una gran economista,feminizar_profesiones,human_combinatory
Los ciudadanos participaron en la manifestación,La ciudadanía participó en la manifestación,plural_neutro,GPT-3.5_fewshot
¿ alguno quiere salir a la pizarra?,¿ alguien quiere salir a la pizarra?,dificultades_variadas,neutral_es
Los motoristas entregaron mercancías en las zonas rurales.,Las y los motoristas entregaron mercancías en las zonas rurales.,plurales,GPT-3.5_CaDi
Mi primo es licenciado en ambientales,Mi primo es licenciado en ambientales,no_cambia,neutral_es
Los cuidadores proporcionaron cuidados excepcionales a los pacientes.,Quienes desempeñan tareas de cuidado proporcionaron cuidados excepcionales a los pacientes.,plural_complejo,GPT-3.5_fs_multiplication
Los rusos son conocidos por su vodka,Rusia es conocida por su vodka.,culturas,GPT-3.5_fs_multiplication
El personal que no esté autorizado no podrá acceder a esta área,El personal que no tenga autorización no podrá acceder a esta área,parafrasis,GPT-3.5_fewshot
Los jefes organizaron eventos de integración para el personal,La jefatura organizó eventos de integración para el personal,plural_neutro,GPT-3.5_fewshot
Los equilibristas realizan acrobacias sobre la cuerda.,Las y los equilibristas realizan acrobacias sobre la cuerda.,plurales,GPT-3.5_CaDi
Los ingenieros están capacitados para diseñar y supervisar la construcción de estructuras civiles.,Las personas con formación en ingeniería son capaces de diseñar y supervisar la construcción de estructuras civiles.,persona_generica,GPT-3.5_fewshot
Los musulmanes celebran el mes de Ramadán con ayuno y oración.,Las personas musulmanas celebran el mes de Ramadán con ayuno y oración.,terminologia,GPT-3.5_fewshot
Los agricultores cosecharon los cultivos en la temporada de recolección.,El sector agrícola cosechó los cultivos en la temporada de recolección.,plurales,GPT-3.5_fs_multiplication
Los titiriteros entretuvieron a los niños con un divertido espectáculo.,Los y las artistas de los títeres entretuvieron a los niños con un divertido espectáculo.,plurales,GPT-3.5_CaDi
El folclore vasco es una parte importante de la cultura de los vascos.,El folclore vasco es una parte importante de la cultura del pueblo vasco.,culturas,GPT-3.5_fewshot
"aquel que tenga prisa , que salga ya","quien tenga prisa , que salga ya",dificultades_variadas,neutral_es
"Debido a esto , el premio podrá asignarse a los candidatos seleccionados tras acabar la prueba","Debido a esto , el premio podrá asignarse a las candidaturas seleccionadas tras acabar la prueba",dificultades_variadas,neutral_es
"A nivel corporativo , realizamos entrevistas con el personal responsable de la preparación y control de los procedimientos","A nivel corporativo , realizamos entrevistas con el personal responsable de la preparación y control de los procedimientos",no_cambia,neutral_es
Considerando que debe protegerse hábilmente a los trabajadores del riesgo de contraer cáncer como consecuencia de la exposición a la radiación,Considerando que debe protegerse hábilmente al equipo del riesgo de contraer cáncer como consecuencia de la exposición a la radiación,dificultades_variadas,neutral_es
Las jóvenes Wei Chen y Hiroshi Tanaka participaron en actividades deportivas.,Las jóvenes Wei Chen y Hiroshi Tanaka participaron en actividades deportivas.,nombres_propios,GPT-3.5_fewshot
Los capitanes dirigen el barco durante la travesía.,La capitanía dirige el barco durante la travesía.,plurales,GPT-3.5_CaDi
Los mexicanos celebraron con orgullo su independencia nacional.,La población mexicana celebró con orgullo su independencia nacional.,plurales,GPT-3.5_CaDi
Es importante cubrir las carencias que presenta el equipo promotor añadiendo personal con un perfil diferente para compensar las carencias,Es importante cubrir las carencias que presenta el equipo promotor añadiendo personal con un perfil diferente para compensar las carencias,no_cambia,neutral_es
Los mercenarios lucharon como soldados a cambio de dinero.,Mercenarias y mercenarios lucharon como soldados a cambio de dinero.,plurales,GPT-3.5_CaDi
Después de mucho esfuerzo  Cristina era una gran periodista y dijo que quería ser artista plástico,Después de mucho esfuerzo  Cristina era una gran periodista y dijo que quería ser artista plástica,feminizar_profesiones,human_combinatory
los firmantes están conformes con lo estipulado en el contrato,quienes firman están conformes con lo estipulado en el contrato,dificultades_variadas,neutral_es
"No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la interesada bajo ningún concepto","No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la persona interesada bajo ningún concepto",dificultades_variadas,neutral_es
Los cocineros preparan deliciosas comidas en el restaurante.,El personal de cocina prepara deliciosas comidas en el restaurante.,plurales,GPT-3.5_CaDi
Esta decisión afecta a la población cántabra,Esta decisión afecta a la población cántabra,no_cambia,neutral_es
"En Navidad, siempre va a visitar a los suyos","En Navidad, siempre va a visitar a su familia",persona_generica,guia_MX
Los publicistas crearon campañas publicitarias innovadoras y efectivas.,El personal de publicidad creó campañas publicitarias innovadoras y efectivas.,plurales,GPT-3.5_CaDi
Todos tenemos que aprovechar el momento,Cada persona tiene que aprovechar el momento,dificultades_variadas,neutral_es
El intendente gestionó los servicios municipales,La intendencia gestionó los servicios municipales,plural_neutro,GPT-3.5_fewshot
"Cuando los beneficiarios de una asignación por minusvalía fallezcan, se aplicará el protocolo","Cuando las personas beneficiarias de una asignación por minusvalía fallezcan, se aplicará el protocolo",dificultades_variadas,neutral_es
Los andaluces disfrutan de su rica cultura y gastronomía.,El pueblo andaluz disfruta de su rica cultura y gastronomía.,plurales,GPT-3.5_fewshot
Los maquinistas condujeron el tren por la vía férrea.,El equipo de máquinas condujo el tren por la vía férrea.,plurales,GPT-3.5_CaDi
Los montañeros escalaron la cima más alta de la montaña.,Quienes practican montañismo escalaron la cima más alta de la montaña.,plurales,GPT-3.5_CaDi
Hace 2000 años el hombre vivía de la caza,Hace 2000 años se vivía de la caza,omision,guia_MX
Con pasión por su profesión Alicia era esteticista,Con pasión por su profesión Alicia era esteticista,feminizar_profesiones,human_combinatory
La literatura y la poesía de las chilenas reflejan su diversidad cultural y geográfica,La literatura y la poesía chilenas reflejan su diversidad cultural y geográfica,culturas,GPT-3.5_fewshot
los aspirantes deberán comunicar inmediatamente a la Comisión cualquier modificación importante de la ciudad.,quienes aspiren deberán comunicar inmediatamente a la Comisión cualquier modificación importante de la ciudad.,dificultades_variadas,neutral_es
la tía de mi madre es muy buena abogado,la tía de mi madre es muy buena abogada,feminizar_profesiones,human_combinatory
Cada uno de los integrantes podrá solicitar que se expida el certificado correspondiente,Cada integrante podrá solicitar que se expida el certificado correspondiente,dificultades_variadas,neutral_es
Los simpatizantes apoyaron fervientemente a su partido político.,Quienes simpatizan apoyaron fervientemente a su partido político.,plurales,GPT-3.5_CaDi
Los empleados son el activo más valioso de nuestra empresa.,El personal trabajador es el activo más valioso de nuestra empresa.,plural_complejo,GPT-3.5_fs_multiplication
Los estudiantes no podrán recibir visitas femeninas en los dormitorios,No se permiten visitas en los dormitorios.,omision,guia_MX
Los discapacitados tienen derecho a acceder a lugares públicos.,Las personas con discapacidad tienen derecho a acceder a lugares públicos.,plurales,GPT-3.5_CaDi
La danza flamenca es una expresión artística muy arraigada entre los sevillanos.,La danza flamenca es una expresión artística muy arraigada entre el pueblo sevillano.,culturas,GPT-3.5_fewshot
La gobernadora Pérez promovió la educación en la región.,La gobernadora Pérez promovió la educación en la región.,nombres_propios,GPT-3.5_fewshot
Los profesores Alejandro y Manuel impartirán la asignatura de Lengua Castellana.,Los profesores Alejandro y Manuel impartirán la asignatura de Lengua Castellana.,no_cambia,neutral_es
Podrán ser candidatos a la competencia todos los estudiantes que cumplan con los requisitos.,Podrán presentar su candidatura a la competencia todos los estudiantes que cumplan con los requisitos.,parafrasis,GPT-3.5_fewshot
Los conductores deben respetar las señales de tráfico.,Las personas conductoras deben respetar las señales de tráfico.,plural_complejo,GPT-3.5_fewshot
Los senadores Ahmed Mahmoud y Amir Khan votaron en contra de la reforma fiscal,Los senadores Ahmed Mahmoud y Amir Khan votaron en contra de la reforma fiscal,nombres_propios,GPT-3.5_fewshot
Estos ordenadores permitirán que el personal administrativo trabaje con más celeridad,Estos ordenadores permitirán que el personal administrativo trabaje con más celeridad,no_cambia,neutral_es
Los relojeros repararon relojes antiguos con habilidad y precisión.,Las y los especialistas en relojería repararon relojes antiguos con habilidad y precisión.,plurales,GPT-3.5_CaDi
"Anímate, hazte socio y colabora con nuestra asociación","Anímate, asóciate y colabora con nuestra asociación",dificultades_variadas,neutral_es
No es exagerado decir que carga con una larga historia de mala fama entre los electores,No es exagerado decir que carga con una larga historia de mala fama entre el electorado,dificultades_variadas,neutral_es
"Debido a esto , el premio podrá asignarse a las candidatas seleccionadas tras acabar la prueba","Debido a esto , el premio podrá asignarse a las candidaturas seleccionadas tras acabar la prueba",dificultades_variadas,neutral_es
Los funcionarios,El funcionariado,plural_neutro,guía_CCGG
El candidato podrá ser declarado idóneo para el cargo después de las pruebas de aptitud.,La candidatura podrá ser declarada idónea para el cargo después de las pruebas de aptitud.,parafrasis,GPT-3.5_fewshot
Se publicó un artículo científico por parte de los profesores universitarios.,Se publicó un artículo científico por parte del estudiantado.,plural_neutro,GPT-3.5_fs_multiplication
Los cazadores buscan presas en el bosque durante la temporada de caza.,El sector de la caza busca presas en el bosque durante la temporada de caza.,plurales,GPT-3.5_CaDi
El abonado del metrobús solo deberá introducirlo en la máquina ...,Si posees un abono de metrobús solo deberás introducirlo en la máquina...,omision,guia_MX
Todos los ponentes del curso obtendrán una carpeta con materiales,Cada ponente del curso obtendrá una carpeta con materiales,dificultades_variadas,neutral_es
"“que contó con la participación de
más de 3 mil ciudadanos…”","“que contó con la participación de
más de 3 mil personas…” ",persona_generica,guia_CL
Se debería proteger competentemente a las trabajadoras del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Se debería proteger competentemente al personal del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,dificultades_variadas,neutral_es
Los participantes de la conferencia y sus esposas asistieron al almuerzo.,Los participantes de la conferencia y sus cónyuges asistieron al almuerzo.,plural_neutro,guia_ONU
el amigo de mi tía Lucía es un gran asistente ejecutivo,el amigo de mi tía Lucía es un gran asistente ejecutivo,feminizar_profesiones,human_combinatory
El día del abuelo se celebra con cariño y reconocimiento a su sabiduría.,El día de la abuela y el abuelo se celebra con cariño y reconocimiento a su sabiduría.,plurales,GPT-3.5_CaDi
Llegarán a la final distintos accionistas del país,Llegarán a la final accionistas diferentes del país,parafrasis,GPT-3.5_fs_multiplication
"El que quiera peces, que se moje","Quien quiera peces, que se moje",persona_generica,guia_MX
la mujer de mi amigo está trabajando de programador,la mujer de mi amigo está trabajando de programadora,feminizar_profesiones,human_combinatory
Los empleadores contratan a nuevos empleados para el proyecto.,Las personas empleadoras contratan a nuevos empleados para el proyecto.,plurales,GPT-3.5_CaDi
Los suizos son conocidos por su precisión y puntualidad,En Suiza tienen fama por su precisión y puntualidad.,culturas,GPT-3.5_fs_multiplication
Las profesoras Ana y Josefa impartirán el temario de Lengua Castellana.,Las profesoras Ana y Josefa impartirán el temario de Lengua Castellana.,no_cambia,neutral_es
Los asesores proporcionaron asesoramiento jurídico a los legisladores.,El personal de asesoría proporcionó asesoramiento jurídico a los legisladores.,plurales,GPT-3.5_fewshot
Al terminar la universidad mi cuñada trabajaba de artista plástico,Al terminar la universidad mi cuñada trabajaba de artista plástica,feminizar_profesiones,human_combinatory
las formadoras,el profesorado,dificultades_variadas,neutral_es
Para ser catedrática se requiere ser constante,Para obtener una cátedra se requiere ser constante,dificultades_variadas,neutral_es
los asistentes a la función deberán llegar temprano,quien asista a la función deberá llegar temprano,dificultades_variadas,neutral_es
Los pilotos dirigieron el avión hacia su destino con destreza.,Quienes pilotan dirigieron el avión hacia su destino con destreza.,plurales,GPT-3.5_CaDi
Se agradece a los asistentes su participación en el evento benéfico.,Se agradece la participación en el evento benéfico.,omision,GPT-3.5_fewshot
Los músicos tocan melodías hermosas en el concierto.,La orquesta toca melodías hermosas en el concierto.,plural_complejo,GPT-3.5_fs_multiplication
Estamos enfocados en fortalecer nuestras relaciones con nuestros socios comerciales.,Tenemos el foco puesto en fortalecer nuestras relaciones con nuestros socios comerciales.,otros,GPT-3.5_fewshot
Los guardias vigilaron la entrada del edificio durante toda la noche.,La guardia vigiló la entrada del edificio durante toda la noche.,plurales,GPT-3.5_CaDi
¿ Cuántas camisas tienes?,¿ Cuántas camisas tienes?,no_cambia,neutral_es
Los jefes tomaron decisiones importantes para el equipo.,La jefatura tomó decisiones importantes para el equipo.,plurales,GPT-3.5_CaDi
Aparecerán distintos astronautas de la localidad,Aparecerán astronautas diferentes de la localidad,parafrasis,GPT-3.5_fs_multiplication
Los consejeros ofrecieron asesoramiento a los estudiantes,La consejería ofreció asesoramiento a los estudiantes,plural_neutro,GPT-3.5_fewshot
No lo dudes hazte socia y colabora con nuestro reto,No lo dudes asóciate y colabora con nuestro reto,dificultades_variadas,neutral_es
"Los electores, los votantes, tienen la responsabilidad de elegir a sus representantes políticos.",El electorado tiene la responsabilidad de elegir a sus representantes políticos.,plurales,GPT-3.5_fewshot
Durante años  Paula es una asesor financiero bastante buena,Durante años  Paula es una asesora financiera bastante buena,feminizar_profesiones,human_combinatory
"Previamente , los aspirantes deberán notificar inmediatamente a la Comisión cualquier modificación importante de la información del estadio.","Previamente , quienes aspiren deberán notificar inmediatamente a la Comisión cualquier modificación importante de la información del estadio.",dificultades_variadas,neutral_es
el autor de este texto es Jane Austen,la autoría de este texto es Jane Austen,dificultades_variadas,neutral_es
el marido de Rocío era asistente administrativo y organiza viajes de voluntariado para ayudar a comunidades necesitadas.,el marido de Rocío era asistente administrativo y organiza viajes de voluntariado para ayudar a comunidades necesitadas.,feminizar_profesiones,human_combinatory
La información adicional será proporcionada al interesado durante la entrevista informativa.,La información adicional será proporcionada a la persona interesada durante la entrevista informativa.,persona_generica,GPT-3.5_fewshot
Asistieron unos dos mil participantes,Asistieron aproximadamente dos mil participantes,dificultades_variadas,neutral_es
"A nivel corporativo , realizamos entrevistas con los encargados de la preparación y puesta en marcha de los procedimientos","A nivel corporativo , realizamos entrevistas con el personal responsable de la preparación y puesta en marcha de los procedimientos",dificultades_variadas,neutral_es
Los redactores colaboraron en la creación del manual de políticas.,La redacción colaboró en la creación del manual de políticas.,plural_neutro,GPT-3.5_fewshot
"En consecuencia , el premio se entregará a los candidatos seleccionados tras acabar la prueba","En consecuencia , el premio se entregará a las candidaturas seleccionadas tras acabar la prueba",dificultades_variadas,neutral_es
Los delincuentes fueron detenidos por la policía en el aeropuerto.,Las personas que cometieron actos delictivos fueron detenidas por la policía en el aeropuerto.,plural_complejo,GPT-3.5_fs_multiplication
"Es mandatario que el mentor esté disponible para capacitar , ayudar y dar apoyo a su alumno","Es mandatario que el mentor esté disponible para capacitar , ayudar y dar apoyo a su estudiante",dificultades_variadas,neutral_es
Participaron unos veintitrés participantes,Participaron veintitrés participantes,dificultades_variadas,neutral_es
Las profesoras Mariana y Jimena impartirán la asignatura de Física.,Las profesoras Mariana y Jimena impartirán la asignatura de Física.,nombres_propios,neutral_es
Otro campo de actuación importante fueron los hospitales públicos donde se trabaja con el personal sanitario,Otro campo de actuación importante fueron los hospitales públicos donde se trabaja con el personal sanitario,no_cambia,neutral_es
Los investigadores realizaron experimentos para descubrir nuevas soluciones.,El personal de investigación realizó experimentos para descubrir nuevas soluciones.,plurales,GPT-3.5_CaDi
La iniciativa tiene como objetivo llegar a los estudiantes de último curso,La iniciativa tiene como objetivo llegar a estudiantes de último curso,dificultades_variadas,neutral_es
Las profesoras Valeria y Manuela impartirán el temario de Lengua Castellana.,Las profesoras Valeria y Manuela impartirán el temario de Lengua Castellana.,no_cambia,neutral_es
Los artistas realizarán una intervención artística en el parque público,Habrá una intervención artística en el parque público,omision,GPT-3.5_fewshot
Considerando que debe protegerse competentemente al equipo del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Considerando que debe protegerse competentemente al equipo del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,no_cambia,neutral_es
Esta decisión afecta a los cántabras,Esta decisión afecta a la población cántabra,dificultades_variadas,neutral_es
La que demuestre compromiso y dedicación será ascendida.,Quien demuestre compromiso y dedicación será ascendido.,persona_generica,GPT-3.5_fewshot
"Las redes sociales más populares están diseñadas generalmente para los jóvenes, por lo que no toman en cuenta las necesidades y limitaciones de los adultos mayores.","Estas redes son de aparición relativamente reciente en el mundo de la informática, lo que implica que las generaciones más jóvenes son las que han crecido junto a su desarrollo. Para las mayores, esto es, a partir de los 65 años, en muchos casos, la situación no ha sido tan sencilla, pues crecieron junto a los radios de transistores y televisores de perilla–, nunca han tenido contacto con una computadora, por eso comúnmente se les llama ""inmigrantes de la tecnología""",otros,guia_IEM
Se contó con la presencia de unos dos mil asistentes,Se contó con la presencia de dos mil asistentes,dificultades_variadas,neutral_es
Todos son iguales ante la ley y tienen derecho sin discriminación a igual protección de la ley,Todas las personas son iguales ante la ley y tienen derecho sin discriminación a igual protección de la ley,dificultades_variadas,neutral_es
Todos tenemos que ser respetuosos,Cada persona tiene ser respetuosa,dificultades_variadas,neutral_es
Los curanderos utilizan remedios naturales para sanar enfermedades.,La curandería utiliza remedios naturales para sanar enfermedades.,plurales,GPT-3.5_CaDi
el docente debe solicitar los papeles,cada docente debe solicitar los papeles,dificultades_variadas,neutral_es
Se presta apoyo a los estudiantes con discapacidad,Se presta apoyo a estudiantes con discapacidad,dificultades_variadas,neutral_es
el autor de este escrito es William Shakespeare,la autoría de este escrito es William Shakespeare,dificultades_variadas,neutral_es
Los distribuidores trabajaron en estrecha colaboración con los fabricantes.,La distribución trabajó en estrecha colaboración con los fabricantes.,plural_neutro,GPT-3.5_fewshot
Los auxiliares de informática resolvieron los problemas técnicos.,El personal auxiliar de informática resolvió los problemas técnicos.,plurales,GPT-3.5_fs_multiplication
"Previamente , los aspirantes deberán notificar inmediatamente a la Comisión cualquier modificación determinante de la ciudad.","Previamente , quienes aspiren deberán notificar inmediatamente a la Comisión cualquier modificación determinante de la ciudad.",dificultades_variadas,neutral_es
Aunque soy capaz de leer solo me gusta escuchar leer,Aunque soy capaz de leer por mi cuenta me gusta escuchar leer,dificultades_variadas,neutral_es
Había unos cincuenta asistentes en la conferencia sobre inteligencia artificial.,Había cerca de cincuenta asistentes en la conferencia sobre inteligencia artificial.,persona_generica,GPT-3.5_fewshot
Los delegados discutieron temas de cooperación internacional,La delegación discutió temas de cooperación internacional,plural_neutro,GPT-3.5_fewshot
Llegarán a la final distintos docentes del país,Llegarán a la final docentes diferentes del país,parafrasis,GPT-3.5_fs_multiplication
"Debido a esto , el premio podrá asignarse totalmente a los candidatos seleccionados en una ceremonia","Debido a esto , el premio podrá asignarse totalmente a las candidaturas seleccionadas en una ceremonia",dificultades_variadas,neutral_es
las secretarias,el personal de secretaría,plural_complejo,guia_CHRYSALLIS
Se debería proteger competentemente a las trabajadoras de la posibilidad de contraer cáncer como consecuencia de la exposición a la radiación,Se debería proteger competentemente al personal de la posibilidad de contraer cáncer como consecuencia de la exposición a la radiación,dificultades_variadas,neutral_es
Las decisiones judiciales fueron basadas en la ley por los jueces.,Las decisiones judiciales fueron basadas en la ley por el poder judicial.,plural_neutro,GPT-3.5_fs_multiplication
Se solicita a los estudiantes que mantengan limpios los pupitres y las áreas comunes.,Se solicita mantener limpios los pupitres y las áreas comunes.,omision,GPT-3.5_fewshot
Los alemanes son conocidos por su cerveza,Alemania es conocida por su cerveza,culturas,GPT-3.5_fs_multiplication
Los ultraderechistas expresaron sus opiniones políticas con firmeza.,La ultraderecha expresó sus opiniones políticas con firmeza.,plurales,GPT-3.5_CaDi
